@SampleID: 28
@Version: 0.9.1
@Ranks:superkingdom|phylum|class|order|family|genus|species|strain
@@TAXID	RANK	TAXPATH	TAXPATHSN	PERCENTAGE	_CAMI_GENOMEID

2	superkingdom	2	Bacteria	100.0
65402	genus	2|1239|186801|186802|543313|65402	Bacteria|Firmicutes|Clostridia|Clostridiales|Clostridiales Family XII. Incertae Sedis|Acidaminobacter	0.0
1505663	genus	2|1239|526524|526525|128827|1505663	Bacteria|Firmicutes|Erysipelotrichia|Erysipelotrichales|Erysipelotrichaceae|Erysipelatoclostridium	0.0
898	genus	2|1224|28221|213115|213116|898	Bacteria|Proteobacteria|Deltaproteobacteria|Desulfovibrionales|Desulfomicrobiaceae|Desulfomicrobium	0.0
1486726	genus	2|1239|186801|186802|541000|1486726	Bacteria|Firmicutes|Clostridia|Clostridiales|Ruminococcaceae|Pseudobacteroides	0.5544
906	genus	2|1239|909932|1843489|31977|906	Bacteria|Firmicutes|Negativicutes|Veillonellales|Veillonellaceae|Megasphaera	0.0
207244	genus	2|1239|186801|186802|186803|207244	Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Anaerostipes	0.0004
1470349	genus	2|1239|526524|526525|128827|1470349	Bacteria|Firmicutes|Erysipelotrichia|Erysipelotrichales|Erysipelotrichaceae|Candidatus Stoquefichus	0.0866
28050	genus	2|1239|186801|186802|186803|28050	Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Lachnospira	0.037
698776	genus	2|1239|186801|186802|186803|698776	Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Cellulosilyticum	0.0
1279388	genus	2|1239|526524|526525|128827|1279388	Bacteria|Firmicutes|Erysipelotrichia|Erysipelotrichales|Erysipelotrichaceae|Kandleria	0.0739
244127	genus	2|1239|186801|186802|541000|244127	Bacteria|Firmicutes|Clostridia|Clostridiales|Ruminococcaceae|Anaerotruncus	0.0924
1350	genus	2|1239|91061|186826|81852|1350	Bacteria|Firmicutes|Bacilli|Lactobacillales|Enterococcaceae|Enterococcus	0.0
1612198	genus	2|976|1853228|1853229|563835|1612198	Bacteria|Bacteroidetes|Chitinophagia|Chitinophagales|Chitinophagaceae|Asinibacterium	0.0
1471399	genus	2|976|200643|1970189|1471398|1471399	Bacteria|Bacteroidetes|Bacteroidia|Marinilabiliales|Prolixibacteraceae|Draconibacterium	0.0
248744	genus	2|1239|186801|186802|186803|248744	Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Marvinbryantia	0.0
191303	genus	2|1239|526524|526525|128827|191303	Bacteria|Firmicutes|Erysipelotrichia|Erysipelotrichales|Erysipelotrichaceae|Turicibacter	0.0
307628	genus	2|976|200643|171549|171551|307628	Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Porphyromonadaceae|Petrimonas	0.0
1573806	genus	2|976|200643|1970189|1471398|1573806	Bacteria|Bacteroidetes|Bacteroidia|Marinilabiliales|Prolixibacteraceae|Mariniphaga	0.0
1918385	genus	2|1239|186801|186802|541000|1918385	Bacteria|Firmicutes|Clostridia|Clostridiales|Ruminococcaceae|Acutalibacter	0.0
165812	genus	2|1239|1737404|1737405|165812	Bacteria|Firmicutes|Tissierellia|Tissierellales|Sporanaerobacter	0.0
580024	genus	2|201174|84998|1643822|1643826|580024	Bacteria|Actinobacteria|Coriobacteriia|Eggerthellales|Eggerthellaceae|Enterorhabdus	0.499
177971	genus	2|1239|186801|186802|186803|177971	Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Shuttleworthia	0.0
958	genus	2|1224|1553900|213481|213483|958	Bacteria|Proteobacteria|Oligoflexia|Bdellovibrionales|Bdellovibrionaceae|Bdellovibrio	0.0
1017280	genus	2|1239|186801|186802|1017280	Bacteria|Firmicutes|Clostridia|Clostridiales|Pseudoflavonifractor	0.037
1434049	genus	2|976|200643|1970189|558415|1434049	Bacteria|Bacteroidetes|Bacteroidia|Marinilabiliales|Marinilabiliaceae|Thermophagus	0.0
82373	genus	2|1239|909932|909929|1843491|82373	Bacteria|Firmicutes|Negativicutes|Selenomonadales|Selenomonadaceae|Anaerovibrio	0.0
2039240	genus	2|1239|186801|186802|186803|2039240	Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Anaerotignum	0.0185
1485	genus	2|1239|186801|186802|31979|1485	Bacteria|Firmicutes|Clostridia|Clostridiales|Clostridiaceae|Clostridium	0.0
42447	genus	2|1239|186801|186802|1491775|42447	Bacteria|Firmicutes|Clostridia|Clostridiales|Proteinivoraceae|Anaerobranca	0.0
35832	genus	2|1224|28221|213115|194924|35832	Bacteria|Proteobacteria|Deltaproteobacteria|Desulfovibrionales|Desulfovibrionaceae|Bilophila	0.0
258514	genus	2|1239|186801|186802|541000|258514	Bacteria|Firmicutes|Clostridia|Clostridiales|Ruminococcaceae|Acetanaerobacterium	0.037
590	genus	2|1224|1236|91347|543|590	Bacteria|Proteobacteria|Gammaproteobacteria|Enterobacterales|Enterobacteriaceae|Salmonella	0.0
43994	genus	2|1239|186801|186802|186803|43994	Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Johnsonella	0.0008
43996	genus	2|1239|186801|186802|186803|43996	Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Catonella	0.6609
85413	genus	2|1224|28211|356|41294|85413	Bacteria|Proteobacteria|Alphaproteobacteria|Rhizobiales|Bradyrhizobiaceae|Bosea	0.0
667112	genus	2|1239|186801|186802|31979|667112	Bacteria|Firmicutes|Clostridia|Clostridiales|Clostridiaceae|Lutispora	0.0
28138	genus	2|976|200643|171549|171550|28138	Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Rikenellaceae|Rikenella	0.0
1924081	genus	2|1239|186801|186802|186803|1924081	Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Bariatricus	0.0
1432051	genus	2|1239|186801|186802|186803|1432051	Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Eisenbergiella	0.0924
580596	genus	2|1239|186801|186802|31979|580596	Bacteria|Firmicutes|Clostridia|Clostridiales|Clostridiaceae|Butyricicoccus	0.0
35829	genus	2|1239|186801|186802|541000|35829	Bacteria|Firmicutes|Clostridia|Clostridiales|Ruminococcaceae|Acetivibrio	0.0
516086	genus	2|1239|186801|186802|31979|516086	Bacteria|Firmicutes|Clostridia|Clostridiales|Clostridiaceae|Clostridiisalibacter	0.0
375288	genus	2|976|200643|171549|2005525|375288	Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Tannerellaceae|Parabacteroides	0.2033
420345	genus	2|1239|186801|186802|31979|420345	Bacteria|Firmicutes|Clostridia|Clostridiales|Clostridiaceae|Lactonifactor	0.0
171003	genus	2|1239|186801|186802|31979|171003	Bacteria|Firmicutes|Clostridia|Clostridiales|Clostridiaceae|Caloranaerobacter	0.0
1924093	genus	2|1239|186801|186802|541000|1924093	Bacteria|Firmicutes|Clostridia|Clostridiales|Ruminococcaceae|Anaeromassilibacillus	0.0
1495038	genus	2|200918|188708|1769716|1769717|1495038	Bacteria|Thermotogae|Thermotogae|Mesoaciditogales|Mesoaciditogaceae|Mesoaciditoga	0.0
66219	species	2|1239|186801|186802|186803|1506553|66219	Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Lachnoclostridium|Lachnoclostridium phytofermentans	0.0
1581061	species	2|1239|91061|186826|186827|46123|1581061	Bacteria|Firmicutes|Bacilli|Lactobacillales|Aerococcaceae|Abiotrophia|Abiotrophia sp. HMSC24B09	0.0
712710	species	2|976|200643|171549|2005525|195950|712710	Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Tannerellaceae|Tannerella|Tannerella sp. oral taxon HOT-286	0.0
237576	species	2|1239|186801|186802|186803|265975|237576	Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Oribacterium|Oribacterium sinus	0.0
457388	species	2|976|200643|171549|2005525|375288|457388	Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Tannerellaceae|Parabacteroides|Parabacteroides sp. 2_1_7	0.037
36874	species	2|976|200643|171549|171551|836|36874	Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Porphyromonadaceae|Porphyromonas|Porphyromonas cangingivalis	0.0
387090	species	2|976|200643|171549|815|816|387090	Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Bacteroidaceae|Bacteroides|Bacteroides coprophilus	0.0
1798168	species	2|1239|186801|186802|186803|46205|1798168	Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Pseudobutyrivibrio|Pseudobutyrivibrio sp. NOR37	0.0924
1562970	species	2|976|200643|171549|171551|1784836|1562970	Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Porphyromonadaceae|Fermentimonas|Fermentimonas caenicola	0.0
1468449	species	2|1239|526524|526525|128827|61170|1468449	Bacteria|Firmicutes|Erysipelotrichia|Erysipelotrichales|Erysipelotrichaceae|Holdemania|Holdemania massiliensis	0.0
1851429	species	2|1239|186801|186802|990719|990721|1851429	Bacteria|Firmicutes|Clostridia|Clostridiales|Christensenellaceae|Christensenella|Christensenella sp. AF73-05CM02	0.1109
457393	species	2|976|200643|171549|815|816|457393	Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Bacteroidaceae|Bacteroides|Bacteroides sp. 4_1_36	0.0
1798186	species	2|1239|186801|186802|186803|46205|1798186	Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Pseudobutyrivibrio|Pseudobutyrivibrio sp. OR37	0.0
84026	species	2|1239|186801|186802|541000|1508657|84026	Bacteria|Firmicutes|Clostridia|Clostridiales|Ruminococcaceae|Ruminiclostridium|[Clostridium] methylpentosum	0.7429
84030	species	2|1239|186801|186802|186803|1506553|84030	Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Lachnoclostridium|[Clostridium] saccharolyticum	0.0
1099853	species	2|976|200643|171549|2005519|1348911|1099853	Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Barnesiellaceae|Coprobacter|Coprobacter fastidiosus	0.037
1679444	species	2|74201|203494|48461|1647988|239934|1679444	Bacteria|Verrucomicrobia|Verrucomicrobiae|Verrucomicrobiales|Akkermansiaceae|Akkermansia|Akkermansia glycaniphila	0.0
180311	species	2|1239|186801|186802|186803|241189|180311	Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Hespellia|Hespellia stercorisuis	0.0185
1095771	species	2|1239|186801|186802|541000|1263|1095771	Bacteria|Firmicutes|Clostridia|Clostridiales|Ruminococcaceae|Ruminococcus|Ruminococcus sp. JC304	0.0
1816676	species	2|976|200643|171549|171550|239759|1816676	Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Rikenellaceae|Alistipes|Alistipes sp. Marseille-P2431	0.0
329854	species	2|976|200643|171549|815|816|329854	Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Bacteroidaceae|Bacteroides|Bacteroides intestinalis	0.0
303241	species	2|1239|91061|186826|33958|1578|303241	Bacteria|Firmicutes|Bacilli|Lactobacillales|Lactobacillaceae|Lactobacillus|Lactobacillus oeni	0.0
742723	species	2|1239|186801|186802|186803|742723	Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Lachnospiraceae bacterium 2_1_46FAA	0.037
47246	species	2|1239|186801|186802|541000|1508657|47246	Bacteria|Firmicutes|Clostridia|Clostridiales|Ruminococcaceae|Ruminiclostridium|[Clostridium] viride	0.0
1501329	species	2|1239|186801|186802|186803|265975|1501329	Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Oribacterium|Oribacterium parvum	0.0
1501332	species	2|1239|186801|186802|186803|265975|1501332	Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Oribacterium|Oribacterium asaccharolyticum	0.0185
1642646	species	2|976|200643|171549|171551|307628|1642646	Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Porphyromonadaceae|Petrimonas|Petrimonas mucosa	0.0
1806509	species	2|1239|186801|186802|186803|1407607|1806509	Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Fusicatenibacter|Fusicatenibacter sp. 2789STDY5834925	0.0
596152	species	2|1224|28221|213115|194924|872|596152	Bacteria|Proteobacteria|Deltaproteobacteria|Desulfovibrionales|Desulfovibrionaceae|Desulfovibrio|Desulfovibrio sp. U5L	0.6099
450746	species	2|1239|526524|526525|128827|100883|450746	Bacteria|Firmicutes|Erysipelotrichia|Erysipelotrichales|Erysipelotrichaceae|Coprobacillus|Coprobacillus sp. 8_1_38FAA	0.0185
53442	species	2|1239|186801|186802|186806|1730|53442	Bacteria|Firmicutes|Clostridia|Clostridiales|Eubacteriaceae|Eubacterium|Eubacterium callanderi	0.1478
53443	species	2|1239|186801|186802|186803|572511|53443	Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Blautia|Blautia hydrogenotrophica	0.2587
1392836	species	2|1239|186801|186802|186803|1392836	Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Lachnospiraceae bacterium TWA4	0.0143
288965	species	2|1239|186801|186802|541000|1508657|288965	Bacteria|Firmicutes|Clostridia|Clostridiales|Ruminococcaceae|Ruminiclostridium|[Clostridium] clariflavum	0.0
288966	species	2|1239|186801|186802|31979|667112|288966	Bacteria|Firmicutes|Clostridia|Clostridiales|Clostridiaceae|Lutispora|Lutispora thermophila	0.0
1574263	species	2|1239|526524|526525|128827|1470349|1574263	Bacteria|Firmicutes|Erysipelotrichia|Erysipelotrichales|Erysipelotrichaceae|Candidatus Stoquefichus|Candidatus Stoquefichus sp. KLE1796	0.0739
210	species	2|1224|29547|213849|72293|209|210	Bacteria|Proteobacteria|Epsilonproteobacteria|Campylobacterales|Helicobacteraceae|Helicobacter|Helicobacter pylori	0.037
28901	species	2|1224|1236|91347|543|590|28901	Bacteria|Proteobacteria|Gammaproteobacteria|Enterobacterales|Enterobacteriaceae|Salmonella|Salmonella enterica	0.0
248039	species	2|200930|68337|191393|191394|248038|248039	Bacteria|Deferribacteres|Deferribacteres|Deferribacterales|Deferribacteraceae|Mucispirillum|Mucispirillum schaedleri	0.0
626930	species	2|976|200643|171549|815|816|626930	Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Bacteroidaceae|Bacteroides|Bacteroides fluxus	0.0
626932	species	2|976|200643|171549|171550|239759|626932	Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Rikenellaceae|Alistipes|Alistipes indistinctus	0.0
301301	species	2|1239|186801|186802|186803|841|301301	Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Roseburia|Roseburia hominis	0.0
626935	species	2|201174|84998|84999|84107|102106|626935	Bacteria|Actinobacteria|Coriobacteriia|Coriobacteriales|Coriobacteriaceae|Collinsella|Collinsella tanakaei	0.0
626937	species	2|1239|186801|186802|990719|990721|626937	Bacteria|Firmicutes|Clostridia|Clostridiales|Christensenellaceae|Christensenella|Christensenella minuta	0.0185
46124	species	2|1239|91061|186826|186828|117563|46124	Bacteria|Firmicutes|Bacilli|Lactobacillales|Carnobacteriaceae|Granulicatella|Granulicatella adiacens	0.0
467210	species	2|1239|186801|186802|186803|1164882|467210	Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Lachnoanaerobaculum|Lachnoanaerobaculum saburreum	0.6091
33035	species	2|1239|186801|186802|186803|572511|33035	Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Blautia|Blautia producta	0.0035
338188	species	2|976|200643|171549|815|816|338188	Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Bacteroidaceae|Bacteroides|Bacteroides finegoldii	0.0399
796942	species	2|1239|186801|186802|186803|1213720|796942	Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Stomatobaculum|Stomatobaculum longum	0.0
264463	species	2|1239|186801|186802|186803|653683|264463	Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Anaerosporobacter|Anaerosporobacter mobilis	0.037
712976	species	2|1239|186801|186802|186803|712976	Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Lachnospiraceae bacterium oral taxon 082	0.0
33043	species	2|1239|186801|186802|186803|33042|33043	Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Coprococcus|Coprococcus eutactus	0.0575
47678	species	2|976|200643|171549|815|816|47678	Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Bacteroidaceae|Bacteroides|Bacteroides caccae	0.0
712991	species	2|1239|186801|186802|186803|712991	Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Lachnospiraceae bacterium oral taxon 500	0.0
43305	species	2|1239|186801|186802|186803|830|43305	Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Butyrivibrio|Butyrivibrio proteoclasticus	0.0
555313	species	2|976|200643|171549|909656|555313	Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Phocaeicola|Phocaeicola abscessus	0.0554
1792306	species	2|1239|186801|186802|186803|1792306	Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Lachnospiraceae bacterium C7	0.0
457387	species	2|976|200643|171549|815|816|457387	Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Bacteroidaceae|Bacteroides|Bacteroides sp. 1_1_30	0.0185
239935	species	2|74201|203494|48461|1647988|239934|239935	Bacteria|Verrucomicrobia|Verrucomicrobiae|Verrucomicrobiales|Akkermansiaceae|Akkermansia|Akkermansia muciniphila	17.6862
69960	species	2|1224|28211|204441|41295|69959|69960	Bacteria|Proteobacteria|Alphaproteobacteria|Rhodospirillales|Rhodospirillaceae|Rhodospira|Rhodospira trueperi	0.0
1702221	species	2|1239|526524|526525|128827|1729679|1702221	Bacteria|Firmicutes|Erysipelotrichia|Erysipelotrichales|Erysipelotrichaceae|Faecalibaculum|Faecalibaculum rodentium	0.0
2382	species	2|1239|186801|186802|186803|31980|2382	Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Acetitomaculum|Acetitomaculum ruminis	0.0
665937	species	2|1239|186801|186802|186803|207244|665937	Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Anaerostipes|Anaerostipes sp. 3_2_56FAA	0.0
358743	species	2|1239|186801|186802|186803|1506553|358743	Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Lachnoclostridium|[Clostridium] citroniae	0.0
204516	species	2|976|200643|171549|815|816|204516	Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Bacteroidaceae|Bacteroides|Bacteroides massiliensis	0.0358
76122	species	2|976|200643|171549|171552|1283313|76122	Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Prevotellaceae|Alloprevotella|Alloprevotella tannerae	0.0
665949	species	2|976|200643|171549|2005525|195950|665949	Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Tannerellaceae|Tannerella|Tannerella sp. 6_1_58FAA_CT1	0.0
665950	species	2|1239|186801|186802|186803|665950	Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Lachnospiraceae bacterium 3_1_46FAA	0.0266
665951	species	2|1239|186801|186802|186803|665951	Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Lachnospiraceae bacterium 8_1_57FAA	0.0
665956	species	2|1239|186801|186802|541000|292632|665956	Bacteria|Firmicutes|Clostridia|Clostridiales|Ruminococcaceae|Subdoligranulum|Subdoligranulum sp. 4_3_54A2FAA	0.0
1679721	species	2|1239|186801|186802|186803|1663717|1679721	Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Herbinix|Herbinix luporum	0.0
57706	species	2|1224|1236|91347|543|544|57706	Bacteria|Proteobacteria|Gammaproteobacteria|Enterobacterales|Enterobacteriaceae|Citrobacter|Citrobacter braakii	0.0
88431	species	2|1239|186801|186802|186803|189330|88431	Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Dorea|Dorea longicatena	0.0
634436	species	2|1224|1236|135622|72275|249523|634436	Bacteria|Proteobacteria|Gammaproteobacteria|Alteromonadales|Alteromonadaceae|Aestuariibacter|Aestuariibacter aggregatus	0.0
2025876	species	2|976|200643|171549|2005525|375288|2025876	Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Tannerellaceae|Parabacteroides|Parabacteroides sp. CT06	0.0
1298855	species	2|1224|28211|204457|41297|165696|1298855	Bacteria|Proteobacteria|Alphaproteobacteria|Sphingomonadales|Sphingomonadaceae|Novosphingobium|Novosphingobium sp. B-7	0.0
1200557	species	2|1239|909932|909929|1843491|82373|1200557	Bacteria|Firmicutes|Negativicutes|Selenomonadales|Selenomonadaceae|Anaerovibrio|Anaerovibrio sp. RM50	0.0
303541	species	2|1239|91061|186826|33958|1578|303541	Bacteria|Firmicutes|Bacilli|Lactobacillales|Lactobacillaceae|Lactobacillus|Lactobacillus apis	0.0
580026	species	2|201174|84998|1643822|1643826|580024|580026	Bacteria|Actinobacteria|Coriobacteriia|Eggerthellales|Eggerthellaceae|Enterorhabdus|Enterorhabdus mucosicola	0.497
154046	species	2|1239|186801|186802|31979|1649459|154046	Bacteria|Firmicutes|Clostridia|Clostridiales|Clostridiaceae|Hungatella|Hungatella hathewayi	0.0
1627893	species	2|1239|186801|186802|541000|1627893	Bacteria|Firmicutes|Clostridia|Clostridiales|Ruminococcaceae|Ruminococcaceae bacterium cv2	0.1294
168384	species	2|1239|186801|186802|186803|248744|168384	Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Marvinbryantia|Marvinbryantia formatexigens	0.0
997829	species	2|976|200643|171549|171551|836|997829	Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Porphyromonadaceae|Porphyromonas|Porphyromonas sp. KLE 1280	0.0
82374	species	2|1239|909932|909929|1843491|82373|82374	Bacteria|Firmicutes|Negativicutes|Selenomonadales|Selenomonadaceae|Anaerovibrio|Anaerovibrio lipolyticus	0.0
51663	species	2|1239|91061|186826|33958|1253|51663	Bacteria|Firmicutes|Bacilli|Lactobacillales|Lactobacillaceae|Pediococcus|Pediococcus damnosus	0.0
258515	species	2|1239|186801|186802|541000|258514|258515	Bacteria|Firmicutes|Clostridia|Clostridiales|Ruminococcaceae|Acetanaerobacterium|Acetanaerobacterium elongatum	0.037
410072	species	2|1239|186801|186802|186803|33042|410072	Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Coprococcus|Coprococcus comes	0.0
33871	species	2|201174|84998|84999|84107|33870|33871	Bacteria|Actinobacteria|Coriobacteriia|Coriobacteriales|Coriobacteriaceae|Coriobacterium|Coriobacterium glomerans	0.0
1432052	species	2|1239|186801|186802|186803|1432051|1432052	Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Eisenbergiella|Eisenbergiella tayi	0.0924
1673717	species	2|1239|186801|186802|541000|1924093|1673717	Bacteria|Firmicutes|Clostridia|Clostridiales|Ruminococcaceae|Anaeromassilibacillus|Anaeromassilibacillus senegalensis	0.0
